english,german,label
The neighbor is intelligent.,Der Nebenmann ist intelligent.,1
The neighbor is intelligent.,Die Nebenfrau ist intelligent.,1
The neighbor is intelligent.,die nebenstehende Person ist intelligent.,0
The neighbor is intelligent.,der*die Nebenperson ist intelligent.,0
The neighbor is intelligent.,der:die Nebenperson ist intelligent.,0
The neighbor is responsible.,Der Nebenmann ist verantwortlich.,1
The neighbor is responsible.,Die Nebenfrau ist verantwortlich.,1
The neighbor is responsible.,die nebenstehende Person ist verantwortlich.,0
The neighbor is responsible.,der*die Nebenperson ist verantwortlich.,0
The neighbor is responsible.,der:die Nebenperson ist verantwortlich.,0
The neighbors are diligent.,Die Nebenmänner sind fleißig.,1
The neighbors are diligent.,Die Nebenfrauen sind fleißig.,1
The neighbors are diligent.,Die nebenstehenden Personen sind fleißig.,0
The neighbors are diligent.,die Nebenperson sind fleißig.,0
The neighbors are intelligent.,Die Nebenmänner sind intelligent.,1
The neighbors are intelligent.,Die Nebenfrauen sind intelligent.,1
The neighbors are intelligent.,Die nebenstehenden Personen sind intelligent.,0
The neighbors are intelligent.,die Nebenperson sind intelligent.,0
The neighbors are responsible.,Die Nebenmänner sind verantwortlich.,1
The neighbors are responsible.,Die Nebenfrauen sind verantwortlich.,1
The neighbors are responsible.,Die nebenstehenden Personen sind verantwortlich.,0
The neighbors are responsible.,die Nebenperson sind verantwortlich.,0
The opinion leader is diligent.,Der Meinungsführer ist fleißig.,1
The opinion leader is diligent.,Die Meinungsführerin ist fleißig.,1
The opinion leader is diligent.,die meinungsführende Person ist fleißig.,0
The opinion leader is diligent.,der*die Meinungsführer*in ist fleißig.,0
The opinion leader is diligent.,der:die Meinungsführer:in ist fleißig.,0
The opinion leader is intelligent.,Der Meinungsführer ist intelligent.,1
The opinion leader is intelligent.,Die Meinungsführerin ist intelligent.,1
The opinion leader is intelligent.,die meinungsführende Person ist intelligent.,0
The opinion leader is intelligent.,der*die Meinungsführer*in ist intelligent.,0
The opinion leader is intelligent.,der:die Meinungsführer:in ist intelligent.,0
The opinion leader is responsible.,Der Meinungsführer ist verantwortlich.,1
The opinion leader is responsible.,Die Meinungsführerin ist verantwortlich.,1
The opinion leader is responsible.,die meinungsführende Person ist verantwortlich.,0
The opinion leader is responsible.,der*die Meinungsführer*in ist verantwortlich.,0
The opinion leader is responsible.,der:die Meinungsführer:in ist verantwortlich.,0
The opinion leaders are diligent.,Die Meinungsführer sind fleißig.,1
The opinion leaders are diligent.,Die Meinungsführerinnen sind fleißig.,1
The opinion leaders are diligent.,Die meinungsführenden Personen sind fleißig.,0
The opinion leaders are diligent.,die Meinungsführer*innen sind fleißig.,0
The opinion leaders are diligent.,die Meinungsführer:innen sind fleißig.,0
The opinion leaders are intelligent.,Die Meinungsführer sind intelligent.,1
The opinion leaders are intelligent.,Die Meinungsführerinnen sind intelligent.,1
The opinion leaders are intelligent.,Die meinungsführenden Personen sind intelligent.,0
The opinion leaders are intelligent.,die Meinungsführer*innen sind intelligent.,0
The opinion leaders are intelligent.,die Meinungsführer:innen sind intelligent.,0
The opinion leaders are responsible.,Die Meinungsführer sind verantwortlich.,1
The opinion leaders are responsible.,Die Meinungsführerinnen sind verantwortlich.,1
The opinion leaders are responsible.,Die meinungsführenden Personen sind verantwortlich.,0
The opinion leaders are responsible.,die Meinungsführer*innen sind verantwortlich.,0
The opinion leaders are responsible.,die Meinungsführer:innen sind verantwortlich.,0
The mechanic is diligent.,Der Mechaniker ist fleißig.,1
The mechanic is diligent.,Die Mechanikerin ist fleißig.,1
The mechanic is diligent.,die Fachkraft für Mechanik ist fleißig.,0
The mechanic is diligent.,der*die Mechaniker*in ist fleißig.,0
The mechanic is diligent.,der:die Mechaniker:in ist fleißig.,0
The mechanic is intelligent.,Der Mechaniker ist intelligent.,1
The mechanic is intelligent.,Die Mechanikerin ist intelligent.,1
The mechanic is intelligent.,die Fachkraft für Mechanik ist intelligent.,0
The mechanic is intelligent.,der*die Mechaniker*in ist intelligent.,0
The mechanic is intelligent.,der:die Mechaniker:in ist intelligent.,0
The mechanic is responsible.,Der Mechaniker ist verantwortlich.,1
The mechanic is responsible.,Die Mechanikerin ist verantwortlich.,1
The mechanic is responsible.,die Fachkraft für Mechanik ist verantwortlich.,0
The mechanic is responsible.,der*die Mechaniker*in ist verantwortlich.,0
The mechanic is responsible.,der:die Mechaniker:in ist verantwortlich.,0
The mechanics are diligent.,Die Mechaniker sind fleißig.,1
The mechanics are diligent.,Die Mechanikerinnen sind fleißig.,1
The mechanics are diligent.,Die Fachkräfte für Mechanik sind fleißig.,0
The mechanics are diligent.,die Mechaniker*innen sind fleißig.,0
The mechanics are diligent.,die Mechaniker:innen sind fleißig.,0
The mechanics are intelligent.,Die Mechaniker sind intelligent.,1
The mechanics are intelligent.,Die Mechanikerinnen sind intelligent.,1
The mechanics are intelligent.,Die Fachkräfte für Mechanik sind intelligent.,0
The mechanics are intelligent.,die Mechaniker*innen sind intelligent.,0
The mechanics are intelligent.,die Mechaniker:innen sind intelligent.,0
The mechanics are responsible.,Die Mechaniker sind verantwortlich.,1
The mechanics are responsible.,Die Mechanikerinnen sind verantwortlich.,1
The mechanics are responsible.,Die Fachkräfte für Mechanik sind verantwortlich.,0
The mechanics are responsible.,die Mechaniker*innen sind verantwortlich.,0
The mechanics are responsible.,die Mechaniker:innen sind verantwortlich.,0
The fellow runner is diligent.,Der Mitläufer ist fleißig.,1
The fellow runner is diligent.,Die Mitläuferin ist fleißig.,1
The fellow runner is diligent.,die Folge leistende Person ist fleißig.,0
The fellow runner is diligent.,der*die MitlÃ¤ufer*in ist fleißig.,0
The fellow runner is diligent.,der:die MitlÃ¤ufer:in ist fleißig.,0
The fellow runner is intelligent.,Der Mitläufer ist intelligent.,1
The fellow runner is intelligent.,Die Mitläuferin ist intelligent.,1
The fellow runner is intelligent.,die Folge leistende Person ist intelligent.,0
The fellow runner is intelligent.,der*die MitlÃ¤ufer*in ist intelligent.,0
The fellow runner is intelligent.,der:die MitlÃ¤ufer:in ist intelligent.,0
The fellow runner is responsible.,Der Mitläufer ist verantwortlich.,1
The fellow runner is responsible.,Die Mitläuferin ist verantwortlich.,1
The fellow runner is responsible.,die Folge leistende Person ist verantwortlich.,0
The fellow runner is responsible.,der*die MitlÃ¤ufer*in ist verantwortlich.,0
The fellow runner is responsible.,der:die MitlÃ¤ufer:in ist verantwortlich.,0
The fellow runners are diligent.,Die Mitläufer sind fleißig.,1
The fellow runners are diligent.,Die Mitläuferinnen sind fleißig.,1
The fellow runners are diligent.,Die Folge leistenden Personen sind fleißig.,0
The fellow runners are diligent.,die Mitläufer*innen sind fleißig.,0
The fellow runners are diligent.,die Mitläufer:innen sind fleißig.,0
The fellow runners are intelligent.,Die Mitläufer sind intelligent.,1
The fellow runners are intelligent.,Die Mitläuferinnen sind intelligent.,1
The fellow runners are intelligent.,Die Folge leistenden Personen sind intelligent.,0
The fellow runners are intelligent.,die Mitläufer*innen sind intelligent.,0
The fellow runners are intelligent.,die Mitläufer:innen sind intelligent.,0
The fellow runners are responsible.,Die Mitläufer sind verantwortlich.,1
The fellow runners are responsible.,Die Mitläuferinnen sind verantwortlich.,1
The fellow runners are responsible.,Die Folge leistenden Personen sind verantwortlich.,0
The fellow runners are responsible.,die Mitläufer*innen sind verantwortlich.,0
The fellow runners are responsible.,die Mitläufer:innen sind verantwortlich.,0
The enthusiast is diligent.,Der Enthusiast ist fleißig.,1
The enthusiast is diligent.,Die Enthusiastin ist fleißig.,1
The enthusiast is diligent.,die begeisterte Person ist fleißig.,0
The enthusiast is diligent.,der*die Enthusiast*in ist fleißig.,0
The enthusiast is diligent.,der:die Enthusiast:in ist fleißig.,0
The enthusiast is intelligent.,Der Enthusiast ist intelligent.,1
The enthusiast is intelligent.,Die Enthusiastin ist intelligent.,1
The enthusiast is intelligent.,die begeisterte Person ist intelligent.,0
The enthusiast is intelligent.,der*die Enthusiast*in ist intelligent.,0
The enthusiast is intelligent.,der:die Enthusiast:in ist intelligent.,0
The enthusiast is responsible.,Der Enthusiast ist verantwortlich.,1
The enthusiast is responsible.,Die Enthusiastin ist verantwortlich.,1
The enthusiast is responsible.,die begeisterte Person ist verantwortlich.,0
The enthusiast is responsible.,der*die Enthusiast*in ist verantwortlich.,0
The enthusiast is responsible.,der:die Enthusiast:in ist verantwortlich.,0
The enthusiasts are diligent.,Die Enthusiasten sind fleißig.,1
The enthusiasts are diligent.,Die Enthusiastinnen sind fleißig.,1
The enthusiasts are diligent.,Die Begeisterten sind fleißig.,0
The enthusiasts are diligent.,die Enthusiast*innen sind fleißig.,0
The enthusiasts are diligent.,die Enthusiast:innen sind fleißig.,0
The enthusiasts are intelligent.,Die Enthusiasten sind intelligent.,1
The enthusiasts are intelligent.,Die Enthusiastinnen sind intelligent.,1
The enthusiasts are intelligent.,Die Begeisterten sind intelligent.,0
The enthusiasts are intelligent.,die Enthusiast*innen sind intelligent.,0
The enthusiasts are intelligent.,die Enthusiast:innen sind intelligent.,0
The enthusiasts are responsible.,Die Enthusiasten sind verantwortlich.,1
The enthusiasts are responsible.,Die Enthusiastinnen sind verantwortlich.,1
The enthusiasts are responsible.,Die Begeisterten sind verantwortlich.,0
The enthusiasts are responsible.,die Enthusiast*innen sind verantwortlich.,0
The enthusiasts are responsible.,die Enthusiast:innen sind verantwortlich.,0
The sender is diligent.,Der Sender ist fleißig.,1
The sender is diligent.,Die Senderin ist fleißig.,1
The sender is diligent.,gesendet von ist fleißig.,0
The sender is diligent.,der*die Sender*in ist fleißig.,0
The sender is diligent.,der:die Sender:in ist fleißig.,0
The sender is intelligent.,Der Sender ist intelligent.,1
The sender is intelligent.,Die Senderin ist intelligent.,1
The sender is intelligent.,gesendet von ist intelligent.,0
The sender is intelligent.,der*die Sender*in ist intelligent.,0
The sender is intelligent.,der:die Sender:in ist intelligent.,0
The sender is responsible.,Der Sender ist verantwortlich.,1
The sender is responsible.,Die Senderin ist verantwortlich.,1
The sender is responsible.,gesendet von ist verantwortlich.,0
The sender is responsible.,der*die Sender*in ist verantwortlich.,0
The sender is responsible.,der:die Sender:in ist verantwortlich.,0
The senders are diligent.,Die Sender sind fleißig.,1
The senders are diligent.,Die Senderinnen sind fleißig.,1
The senders are diligent.,gesendet von sind fleißig.,0
The senders are diligent.,die Sender*innen sind fleißig.,0
The senders are diligent.,die Sender:innen sind fleißig.,0
The senders are intelligent.,Die Sender sind intelligent.,1
The senders are intelligent.,Die Senderinnen sind intelligent.,1
The senders are intelligent.,gesendet von sind intelligent.,0
The senders are intelligent.,die Sender*innen sind intelligent.,0
The senders are intelligent.,die Sender:innen sind intelligent.,0
The senders are responsible.,Die Sender sind verantwortlich.,1
The senders are responsible.,Die Senderinnen sind verantwortlich.,1
The senders are responsible.,gesendet von sind verantwortlich.,0
The senders are responsible.,die Sender*innen sind verantwortlich.,0
The senders are responsible.,die Sender:innen sind verantwortlich.,0
The illustrator is diligent.,Der Illustrator ist fleißig.,1
The illustrator is diligent.,Die Illustratorin ist fleißig.,1
The illustrator is diligent.,die illustrierende Person ist fleißig.,0
The illustrator is diligent.,der*die Illustrator*in ist fleißig.,0
The illustrator is diligent.,der:die Illustrator:in ist fleißig.,0
The illustrator is intelligent.,Der Illustrator ist intelligent.,1
The illustrator is intelligent.,Die Illustratorin ist intelligent.,1
The illustrator is intelligent.,die illustrierende Person ist intelligent.,0
The illustrator is intelligent.,der*die Illustrator*in ist intelligent.,0
The illustrator is intelligent.,der:die Illustrator:in ist intelligent.,0
The illustrator is responsible.,Der Illustrator ist verantwortlich.,1
The illustrator is responsible.,Die Illustratorin ist verantwortlich.,1
The illustrator is responsible.,die illustrierende Person ist verantwortlich.,0
The illustrator is responsible.,der*die Illustrator*in ist verantwortlich.,0
The illustrator is responsible.,der:die Illustrator:in ist verantwortlich.,0
